counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,1539,9,11,25,7
2,2356,3889,6,11,14,17
10,2333,4278,27,25,54,13
1,2303,6996,5,8,13,4
9,2154,8134,7,12,18,8
5,2119,8970,12,5,13,5
6,1447,10663,12,11,19,15
11,2121,11931,9,10,29,7
15,12547,2350,7,8,11,4
14,11395,4479,31,10,26,6
3,11707,6744,5,8,11,9
19,8197,8452,5,7,10,5
13,8805,8990,6,7,10,15
7,11318,10412,12,4,50,10
18,7550,10784,5,6,13,6
17,3974,12002,5,5,9,3
4,10791,1680,8,31,58,6
12,5779,3915,5,10,10,4
16,1283,2405,8,7,10,4
