counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,2447,15,64,146,12
2,2356,2366,9,7,13,16
10,2333,5134,6,8,13,5
1,2303,6046,8,10,13,17
9,2154,7704,10,15,72,15
5,2119,9278,5,6,8,5
6,1447,11111,7,8,14,5
11,2121,12080,22,28,25,5
15,12547,1466,12,9,13,5
3,11707,4030,5,8,11,5
14,11395,4868,5,7,17,5
7,11318,6135,6,7,21,12
13,8805,9432,5,7,12,5
19,8197,9902,5,9,12,3
18,7550,9346,15,9,52,16
17,3974,12092,6,7,10,5
4,10791,1739,19,16,26,10
12,5779,3369,10,29,45,8
16,1283,3008,5,8,9,4
