counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,2396,26,14,145,13
2,2356,2779,9,14,29,7
10,2333,5672,7,4,13,19
1,2303,6922,5,7,9,4
9,2154,7524,6,9,16,4
5,2119,10198,12,19,58,29
6,1447,11080,16,13,17,9
11,2121,12338,5,5,15,3
15,12547,2781,12,25,34,10
3,11707,4005,5,8,12,4
14,11395,4305,7,29,21,9
19,8197,8211,7,8,12,15
13,8805,8424,6,8,13,8
7,11318,9839,6,7,11,10
18,7550,9327,8,10,35,13
17,3974,12155,8,8,14,6
4,10791,3449,18,19,59,18
12,5779,4726,8,16,22,11
16,1283,3091,5,8,8,5
