counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,1758,8,10,21,7
2,2356,2490,6,8,11,5
10,2333,5506,6,9,22,8
1,2303,6036,7,9,18,6
9,2154,7984,7,16,29,12
5,2119,9572,67,13,24,6
6,1447,11479,7,6,12,9
11,2121,12452,8,11,26,12
15,12547,2922,13,6,27,9
14,11395,5035,6,7,11,9
3,11707,5772,6,7,15,7
13,8805,7452,10,8,11,4
19,8197,8072,9,7,10,5
7,11318,8490,9,10,17,11
18,7550,10901,8,28,17,23
17,3974,10875,11,47,36,13
4,10791,3485,16,25,36,8
12,5779,4415,8,8,12,6
16,1283,2370,7,8,11,4
