counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,2601,15,23,58,23
2,2356,2602,8,14,20,18
10,2333,5701,8,7,14,14
1,2303,5810,11,5,18,5
9,2154,8199,6,8,11,6
5,2119,9044,6,8,13,7
6,1447,11441,7,9,17,13
11,2121,12491,9,12,15,6
15,12547,2859,8,11,20,5
3,11707,4287,10,25,26,24
14,11395,6136,17,21,12,9
19,8197,8472,6,4,17,9
7,11318,9229,8,11,11,4
13,8805,9745,9,10,18,14
17,3974,10639,6,7,12,6
18,7550,10865,9,24,22,26
4,10791,3288,9,18,22,6
12,5779,3811,7,10,23,10
16,1283,2300,8,6,12,5
