counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,1601,5,5,10,5
2,2356,2838,7,11,28,17
10,2333,5576,8,11,11,6
1,2303,6514,11,12,16,8
9,2154,7692,34,12,44,13
5,2119,8856,6,7,29,10
6,1447,10792,11,30,18,11
11,2121,12604,7,9,17,5
15,12547,2936,11,10,22,18
14,11395,4518,13,19,16,10
3,11707,5863,6,4,12,8
19,8197,8176,7,9,11,4
13,8805,8398,10,10,18,6
7,11318,9983,6,7,9,4
18,7550,10545,6,8,21,9
17,3974,10562,10,9,20,6
4,10791,2441,7,9,11,12
12,5779,4870,6,5,9,5
16,1283,1265,6,8,10,5
