counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,1749,26,8,15,6
2,2356,2553,12,17,28,17
10,2333,5426,5,8,24,7
1,2303,6284,8,9,11,5
9,2154,6746,5,10,11,11
5,2119,9717,6,14,38,12
6,1447,10687,10,8,21,7
11,2121,13364,5,8,10,4
15,12547,2720,8,24,21,41
3,11707,5713,5,11,17,4
14,11395,5955,6,10,11,5
7,11318,8239,6,8,23,15
19,8197,9342,5,5,15,5
13,8805,10148,6,10,11,6
18,7550,10951,10,21,38,7
17,3974,12386,7,12,26,10
4,10791,3461,61,19,38,19
12,5779,4982,6,4,12,11
16,1283,2388,11,5,14,4
