counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,2513,25,19,97,10
2,2356,3288,6,7,10,8
10,2333,4407,8,8,16,12
1,2303,6072,8,12,12,5
9,2154,7844,7,5,13,3
5,2119,10489,10,8,16,8
6,1447,12064,7,5,13,4
11,2121,12255,6,5,11,4
15,12547,2166,5,9,17,13
3,11707,4251,6,10,23,21
14,11395,5825,5,5,10,8
7,11318,7195,5,13,32,7
19,8197,10113,5,11,13,4
13,8805,10740,5,8,28,14
18,7550,10579,6,8,11,6
17,3974,10830,14,42,48,7
4,10791,3142,6,7,9,11
12,5779,4915,5,5,11,5
16,1283,2551,5,8,16,5
