counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,1701,7,20,32,13
2,2356,2340,7,11,25,7
10,2333,5748,6,9,17,7
1,2303,7455,7,10,19,5
9,2154,8534,12,11,14,11
5,2119,9115,5,5,10,5
6,1447,11073,6,13,22,6
11,2121,11986,9,12,21,11
15,12547,1620,8,20,20,10
3,11707,4055,7,7,9,4
14,11395,4658,8,8,41,6
7,11318,7218,19,17,15,20
13,8805,7303,6,8,14,5
19,8197,9928,6,4,11,4
18,7550,11479,11,10,17,6
17,3974,11965,8,6,13,5
4,10791,1509,5,8,13,18
12,5779,3160,6,15,30,25
16,1283,2953,5,7,11,8
