counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,2634,14,11,44,20
2,2356,2746,15,13,70,4
10,2333,4438,7,11,16,9
1,2303,6619,14,19,23,5
9,2154,7643,13,8,24,8
5,2119,10409,10,20,28,10
6,1447,11126,7,8,14,5
11,2121,12191,6,7,11,13
15,12547,2782,10,27,29,7
3,11707,6203,6,9,20,8
14,11395,6776,5,7,15,5
13,8805,6730,12,9,12,5
7,11318,8649,6,11,17,15
19,8197,8688,10,10,56,8
18,7550,9317,12,5,45,6
17,3974,12508,8,9,14,39
4,10791,1796,11,9,33,7
12,5779,3313,35,32,79,9
16,1283,2456,7,8,14,5
