counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,1260,8,10,33,20
2,2356,2521,6,10,27,15
10,2333,4230,15,11,25,16
1,2303,6667,9,10,16,5
9,2154,9065,6,8,13,12
5,2119,9088,6,8,12,5
6,1447,11508,8,7,10,5
11,2121,12156,7,9,11,5
15,12547,1514,7,8,11,31
3,11707,4664,10,7,27,7
14,11395,5979,6,9,19,11
19,8197,5922,6,13,25,6
7,11318,8621,12,13,26,16
13,8805,10447,8,7,49,6
18,7550,11352,8,9,21,5
17,3974,12683,6,6,9,4
4,10791,3242,7,5,16,5
12,5779,3878,8,15,11,5
16,1283,2609,5,10,9,4
