counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,1202,17,15,22,11
2,2356,3144,8,10,27,6
10,2333,4240,18,11,51,7
1,2303,5989,6,8,17,10
9,2154,7584,5,8,12,5
5,2119,9194,8,8,12,9
6,1447,10709,8,8,15,5
11,2121,13456,7,8,12,5
15,12547,3509,7,10,26,6
14,11395,4424,11,10,31,6
3,11707,6106,9,17,31,9
7,11318,5970,9,26,14,7
13,8805,7359,8,9,12,6
19,8197,8691,12,16,16,8
18,7550,10693,6,7,22,13
17,3974,13613,13,22,14,5
4,10791,2863,11,12,21,8
12,5779,4049,5,7,9,4
16,1283,2970,7,7,10,4
