counter,start,storeDLT,storeKfrags,finish
8,1444,1668,63,40,93,10
0,1171,2402,18,12,216,16
2,2356,3941,8,5,10,5
10,2333,5474,5,9,11,5
1,2303,7294,6,10,14,5
9,2154,8038,10,9,28,13
5,2119,10293,32,15,39,11
6,1447,11000,8,14,27,14
11,2121,13290,5,8,26,7
15,12547,3517,8,11,32,11
14,11395,4577,10,13,46,10
3,11707,5748,6,11,12,7
13,8805,9782,8,9,15,3
19,8197,9818,7,8,11,4
7,11318,10947,15,14,11,4
18,7550,10472,7,13,13,11
17,3974,10846,27,12,53,9
4,10791,3012,6,6,10,4
12,5779,4632,13,44,31,6
16,1283,3157,5,7,10,4
