counter,start,storeDLT,storeKfrags,finish
0,2789,6468,109,64,102
1,2817,15011,108,66,103
2,2879,24900,113,65,127
4,3314,33492,110,68,106
5,3354,42164,113,69,103
15,20624,35679,114,70,109
13,20726,43918,110,65,107
18,20913,52426,112,75,109
3,46560,37750,118,62,108
8,38764,47102,109,62,104
16,38178,51574,110,67,108
19,37617,62480,123,66,106
11,33303,72740,111,65,109
12,53704,51380,112,64,102
14,54951,60754,111,77,103
7,52426,68172,118,73,106
6,48401,77020,121,69,103
17,46485,84008,117,62,106
9,47786,97549,127,66,101
10,83381,9853,120,64,105
