counter,start,storeDLT,storeKfrags,finish
15,1444,1668,63,40,93,10
1,1444,1668,63,40,93,10
0,1263,1582,6,8,20,5
3,1161,1219,11,13,19,10
9,2835,2468,7,5,12,8
2,2746,2330,12,13,17,25
17,2161,4126,22,10,20,6
7,2066,5122,6,4,8,10
8,4738,2273,6,8,8,4
10,5158,2235,6,13,12,10
16,5161,2933,9,50,52,42
14,4991,6327,5,11,12,5
4,2273,7430,8,11,11,13
13,2264,8461,11,9,10,5
5,9324,1832,10,11,18,17
18,8763,4537,6,8,13,5
12,8226,6138,6,9,9,10
11,7138,6859,10,18,40,28
19,1250,1665,11,19,23,11
6,1111,1316,8,9,10,6
