counter,start,storeDLT,storeKfrags,finish
15,1444,1668,63,40,93,10
1,1444,1668,63,40,93,10
0,1263,2394,7,11,29,8
3,1161,1568,17,11,21,18
9,2835,2716,5,10,13,10
2,2746,1533,6,8,19,5
17,2161,4485,7,11,9,7
7,2066,5912,6,10,13,7
8,4738,2008,9,18,73,31
10,5158,3620,8,8,25,12
16,5161,4648,8,9,24,7
14,4991,5668,12,20,19,16
4,2273,8186,6,11,16,9
13,2264,8780,7,9,13,4
5,9324,2250,10,10,13,7
18,8763,3331,8,16,17,15
12,8226,5578,56,67,17,7
11,7138,6261,6,5,11,10
19,1250,1345,10,11,35,8
6,1111,1268,9,17,22,7
