counter,start,storeDLT,storeKfrags,finish
15,1444,1668,63,40,93,10
1,1444,1668,63,40,93,10
0,1263,1279,16,18,25,9
3,1161,1300,10,9,21,11
9,2835,3593,18,11,13,15
2,2746,2307,7,9,29,15
17,2161,5137,5,8,17,5
7,2066,5157,5,9,16,17
8,4738,3315,12,18,18,24
10,5158,3522,7,8,14,7
16,5161,4072,10,10,15,20
14,4991,5450,7,10,13,9
4,2273,7535,6,8,11,5
13,2264,8649,9,19,16,6
5,9324,2869,6,8,11,8
18,8763,2889,13,9,41,6
12,8226,5035,5,7,9,4
11,7138,6956,13,10,18,39
19,1250,1165,12,16,21,22
6,1111,1639,9,8,9,4
