counter,start,storeDLT,storeKfrags,finish
15,1444,1668,63,40,93,10
1,1444,1668,63,40,93,10
0,1263,1214,17,20,34,15
3,1161,1196,14,18,24,16
9,2835,2955,11,24,21,20
2,2746,1744,9,11,14,5
17,2161,5217,7,11,10,10
7,2066,5334,8,11,8,7
10,5158,1676,16,10,14,15
8,4738,3384,7,14,20,11
16,5161,4247,8,8,28,8
14,4991,6173,7,6,12,6
4,2273,6962,14,19,29,8
13,2264,8242,7,9,16,6
5,9324,1138,7,7,14,11
18,8763,3514,5,9,16,10
12,8226,6035,8,8,12,7
11,7138,6728,8,18,17,10
19,1250,2150,5,8,24,10
6,1111,1098,9,10,8,7
