counter,start,storeDLT,storeKfrags,finish
15,1444,1668,63,40,93,10
1,1444,1668,63,40,93,10
0,1263,2475,5,11,26,7
3,1161,2514,7,9,21,8
9,2835,3627,7,13,25,6
2,2746,3823,15,49,54,8
17,2161,3990,9,8,18,20
7,2066,5945,6,6,8,5
8,4738,3089,9,14,13,14
10,5158,2947,19,17,59,11
16,5161,4421,20,6,23,14
14,4991,5768,6,9,10,4
4,2273,7053,40,11,36,8
13,2264,9634,7,9,14,5
5,9324,1818,8,11,16,8
18,8763,3481,13,9,10,5
12,8226,5494,9,43,59,46
11,7138,7108,19,19,23,13
19,1250,1433,8,11,51,5
6,1111,1239,7,13,17,28
