counter,start,storeDLT,storeKfrags,finish
15,1444,1668,63,40,93,10
1,1444,1668,63,40,93,10
0,1263,2422,18,12,23,13
3,1161,2494,10,13,19,12
9,2835,4286,11,13,8,10
2,2746,1983,6,8,12,5
17,2161,4077,9,12,18,14
7,2066,4556,8,20,15,12
8,4738,2570,6,7,24,14
10,5158,2982,23,19,77,69
16,5161,4498,8,14,9,5
14,4991,5428,8,12,19,5
4,2273,6971,10,10,21,16
13,2264,8332,8,10,9,6
5,9324,2227,7,9,18,4
18,8763,4424,7,16,31,8
12,8226,5241,22,25,19,29
11,7138,7067,22,17,29,10
19,1250,1550,13,21,16,7
6,1111,2197,6,4,8,7
