counter,start,storeDLT,storeKfrags,finish
15,1444,1668,63,40,93,10
1,1444,1668,63,40,93,10
0,1263,2414,13,19,18,4
3,1161,1856,7,9,9,13
9,2835,2315,6,7,23,10
2,2746,1581,5,5,8,5
17,2161,5180,11,11,10,11
7,2066,5261,5,8,10,5
8,4738,1777,7,11,23,11
16,5161,2950,17,17,55,8
10,5158,3052,6,10,30,73
14,4991,5758,10,10,13,5
4,2273,8378,8,9,24,5
13,2264,8319,6,14,12,6
5,9324,1707,11,10,38,8
18,8763,4452,11,9,18,16
12,8226,5255,7,18,14,10
11,7138,7570,6,8,10,5
19,1250,1566,20,25,31,15
6,1111,1416,5,7,8,6
