counter,start,storeDLT,storeKfrags,finish
4,7414,10056,138,91,125
1,10315,18561,143,83,132
3,8960,23924,137,81,120
0,11098,31956,133,78,141
15,9609,38935,142,114,130
5,6061,45433,179,103,132
16,50870,10689,132,100,129
12,50533,17101,157,108,165
2,45906,23755,138,76,170
19,40782,29760,163,99,142
11,41073,33207,155,151,126
6,24604,43528,150,92,151
14,22907,48143,202,168,176
8,15007,56033,128,73,120
13,19305,66078,158,109,123
9,135751,14584,4964,5270,2709
7,131542,24443,848,3244,395
10,143164,18542,2496,4842,4147
18,138505,29315,803,456,199
17,40780,8681,494,131,230
