counter,start,storeDLT,storeKfrags,finish
4,7414,13618,215,119,202
1,10315,20570,170,82,130
3,8960,26961,139,95,140
0,11098,32746,151,109,141
15,9609,40480,139,115,125
5,6061,49145,140,155,122
16,50870,12715,137,125,129
12,50533,19658,145,91,128
2,45906,25061,150,100,146
19,40782,30509,163,88,161
11,41073,35030,153,106,130
6,24604,46572,140,91,137
14,22907,52334,157,88,134
8,15007,59019,154,109,150
13,19305,63563,151,138,158
9,135751,15264,5594,4832,3943
10,143164,18669,2373,4839,4248
7,131542,34492,249,148,151
18,138505,35382,144,87,143
17,40780,14859,137,85,152
