counter,start,storeDLT,storeKfrags,finish
4,7414,5379,595,401,649
1,10315,16402,141,100,124
3,8960,23559,156,109,157
0,11098,29521,131,94,146
15,9609,38593,155,88,143
5,6061,44832,148,111,157
16,50870,9476,149,125,152
12,50533,15966,143,90,135
2,45906,22200,148,101,131
19,40782,28291,154,110,158
11,41073,39405,155,99,140
6,24604,42122,145,103,124
14,22907,47393,135,108,159
8,15007,54693,181,185,157
13,19305,61105,160,119,132
10,143164,14535,5788,4976,2086
9,135751,14713,5472,5207,2868
7,131542,25132,1732,3314,774
18,138505,34231,154,130,200
17,40780,7544,134,225,149
