counter,start,storeDLT,storeKfrags,finish
4,7414,12648,142,84,168
1,10315,20156,156,99,144
3,8960,27697,147,105,174
0,11098,33333,150,112,121
15,9609,40994,159,100,139
5,6061,50176,146,108,141
16,50870,13299,133,101,146
12,50533,17285,186,108,132
2,45906,24734,173,82,179
19,40782,32631,180,102,177
11,41073,39045,159,86,150
6,24604,46038,144,89,173
14,22907,52056,145,109,166
8,15007,59749,262,113,268
13,19305,63862,141,89,154
9,135751,15548,5439,5215,3467
10,143164,20572,3332,3902,2750
7,131542,34032,130,106,176
18,138505,39846,178,160,421
17,40780,12466,151,101,156
