counter,start,storeDLT,storeKfrags,finish
0,2871,4684,108,59,104
5,2780,13511,111,62,104
4,2687,23034,114,67,107
11,3090,32331,110,61,104
1,22732,31059,110,66,110
2,41671,19529,120,80,103
7,42063,25348,115,64,102
3,39435,36892,132,65,103
10,34610,45284,109,63,109
19,34925,53568,110,63,104
8,35048,63336,109,63,116
6,30058,73464,111,64,111
15,30191,83070,114,63,108
13,20403,81005,113,67,105
9,17963,91701,111,72,105
16,95260,5454,113,77,104
12,88700,13439,111,74,105
14,56484,23356,113,68,111
18,49192,31480,112,70,107
17,31972,40031,110,61,104
