counter,start,storeDLT,storeKfrags,finish
0,2871,9989,112,67,122
5,2780,16615,110,73,112
4,2687,26805,125,77,105
11,3090,36322,110,70,110
1,22732,31825,109,58,104
2,41671,18862,169,58,103
7,42063,29307,113,70,103
3,39435,39670,109,62,110
10,34610,49076,118,65,109
19,34925,57566,112,64,105
8,35048,69535,109,60,103
6,30058,77158,113,63,106
15,30191,85852,124,63,104
13,20403,86129,110,65,105
9,17963,94924,112,66,104
16,95260,7980,118,61,106
12,88700,19197,110,63,103
14,56484,26699,110,61,104
18,49192,36272,112,95,104
17,31972,45689,113,76,111
