counter,start,storeDLT,storeKfrags,finish
0,2871,5872,113,66,112
5,2780,15299,115,74,108
4,2687,26697,113,65,114
11,3090,34754,122,65,105
1,22732,28551,125,71,108
2,41671,25169,111,64,104
7,42063,29550,124,76,104
3,39435,35990,111,67,108
10,34610,47522,115,69,107
19,34925,56904,111,66,110
8,35048,67752,118,72,107
6,30058,75934,112,71,104
15,30191,85407,112,61,110
13,20403,84570,111,63,115
9,17963,94037,117,67,124
16,95260,6448,112,65,105
12,88700,14753,112,68,112
14,56484,24796,125,84,126
18,49192,34594,110,82,104
17,31972,43263,119,66,108
