counter,start,storeDLT,storeKfrags,finish
0,4819,9625,110,83,106
9,4472,15514,130,74,103
1,5213,21653,117,65,110
4,5594,27040,117,65,111
2,5407,31192,114,73,104
13,10014,30537,113,67,109
11,16282,31722,119,97,109
19,31700,21345,111,67,110
16,29595,26475,111,66,105
7,29889,26187,110,67,147
12,31793,26697,109,66,103
8,26875,32543,114,66,109
5,23920,35538,594,558,106
10,23924,43761,111,75,170
3,25165,37794,117,81,103
6,26249,36233,117,77,112
14,23703,41740,117,70,108
15,44746,25673,114,68,107
18,41064,29652,111,68,104
17,35173,16537,141,91,617
