counter,start,storeDLT,storeKfrags,finish
0,4819,7437,109,65,117
9,4472,11114,110,62,126
1,5213,19500,111,71,118
4,5594,21982,117,66,129
2,5407,27098,142,77,104
13,10014,31531,141,85,108
11,16282,27778,108,88,105
19,31700,17844,111,75,103
16,29595,23261,144,66,134
7,29889,25014,129,67,107
12,31793,23712,206,59,106
8,26875,30104,203,140,115
5,23920,34289,658,614,109
10,23924,39266,119,103,130
3,25165,34365,111,70,104
6,26249,32127,115,72,108
14,23703,37713,109,59,103
15,44746,19620,121,80,110
18,41064,25156,110,68,103
17,35173,13538,112,71,171
