counter,start,storeDLT,storeKfrags,finish
1,14749,21596,5964,5305,1012
0,15814,30006,2028,3229,490
3,13371,39888,184,109,136
4,13459,45644,147,200,165
2,15585,51731,1092,1664,809
8,19291,56859,130,95,136
5,16625,67714,132,92,118
12,17241,76095,575,773,301
15,17145,80517,130,83,134
10,44170,63008,531,563,587
9,44824,69606,251,117,133
6,57167,60207,192,265,627
18,56920,66723,134,90,124
13,71040,60823,173,90,180
17,79464,50380,146,138,300
16,76928,58746,160,283,136
14,79262,57293,131,129,215
11,61202,56447,136,110,190
7,69299,42809,348,113,128
19,61625,51283,165,98,145
