counter,start,storeDLT,storeKfrags,finish
1,14749,17519,6970,7682,1886
0,15814,24970,6843,3444,952
3,13371,34233,1069,599,186
4,13459,42770,195,103,135
2,15585,47599,145,97,140
8,19291,54719,146,131,194
5,16625,62863,193,96,120
12,17241,72483,135,83,146
15,17145,76542,193,124,141
10,44170,62523,308,951,775
9,44824,68829,263,405,359
6,57167,57644,145,148,122
18,56920,63017,297,155,167
13,71040,55278,215,96,149
17,79464,45039,173,94,141
16,76928,51457,140,103,130
14,79262,51551,138,90,159
11,61202,52209,298,213,208
7,69299,38444,137,84,153
19,61625,47714,143,105,164
