counter,start,storeDLT,storeKfrags,finish
1,14749,17066,7353,-1,-1
0,15814,26040,5824,3394,950
3,13371,32152,2889,860,174
4,13459,46254,234,402,231
2,15585,48841,134,111,149
8,19291,56741,218,89,156
5,16625,65078,155,102,161
12,17241,74335,1411,1454,406
15,17145,78616,138,131,130
10,44170,62683,637,1251,313
9,44824,68473,296,295,345
6,57167,60675,401,658,493
18,56920,64367,289,112,168
13,71040,55152,187,166,172
17,79464,48288,149,138,218
16,76928,54682,160,97,131
14,79262,53994,172,88,142
11,61202,52625,184,251,174
7,69299,41806,194,501,161
19,61625,47863,168,114,157
