counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
0,1215,1588,10,13,39,14
2,2782,1301,12,11,27,9
18,2711,3011,6,19,15,12
12,1127,4423,10,14,42,17
5,4746,2287,11,12,20,5
15,2805,2507,8,9,10,8
8,6456,4638,7,10,16,6
4,2126,5185,8,18,56,20
13,2106,7342,7,8,20,12
3,3353,7620,6,12,13,5
6,4150,8377,6,5,23,14
10,7949,3830,7,12,12,9
17,8015,5268,51,32,161,43
9,7809,6433,6,9,13,19
19,5627,2152,6,9,17,36
14,1086,3596,5,9,12,52
7,2110,5079,9,8,16,4
11,2548,1319,8,15,36,22
16,2240,1555,6,5,9,5
