counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
0,1215,1551,10,21,39,17
2,2782,2091,16,9,18,7
18,2711,2493,12,16,14,22
12,1127,4332,21,31,35,7
5,4746,3102,6,12,51,16
15,2805,3110,15,19,41,6
8,6456,5196,9,9,9,10
4,2126,6320,12,12,13,5
13,2106,7468,7,11,24,5
3,3353,7767,11,17,48,10
6,4150,6967,8,9,18,8
10,7949,4015,8,17,17,20
9,7809,4616,9,8,11,7
17,8015,6464,6,11,18,17
19,5627,2287,8,13,31,8
14,1086,3114,7,10,14,12
7,2110,4627,6,11,16,7
11,2548,1869,7,7,9,5
16,2240,1472,10,10,12,5
