counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
0,1215,1684,23,11,17,7
18,2711,2644,11,10,21,6
2,2782,3139,8,19,17,16
12,1127,4880,10,10,16,6
5,4746,2317,11,8,9,15
15,2805,4639,9,9,18,11
8,6456,3863,10,8,13,7
4,2126,5899,12,21,15,13
13,2106,8221,12,5,9,6
3,3353,7455,7,18,33,17
6,4150,8086,8,6,15,5
10,7949,4583,7,8,12,5
17,8015,5268,82,18,144,17
9,7809,6844,28,23,22,21
19,5627,1596,8,18,25,10
14,1086,3016,9,10,11,7
7,2110,5473,5,14,11,6
11,2548,3183,8,8,8,9
16,2240,2213,13,22,30,5
