counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
0,1215,2158,6,14,22,14
2,2782,1532,9,10,13,10
18,2711,4393,17,25,30,27
12,1127,4939,10,13,12,5
5,4746,1816,6,16,17,5
15,2805,3127,25,24,26,5
8,6456,4111,9,11,11,8
4,2126,5997,10,12,10,5
13,2106,7286,9,11,15,7
3,3353,6796,16,16,24,9
6,4150,7974,11,10,15,6
10,7949,3797,5,11,11,5
17,8015,4970,6,6,8,5
9,7809,7712,8,8,11,5
19,5627,2220,18,17,20,11
14,1086,4271,6,14,12,6
7,2110,4966,6,8,9,6
11,2548,1111,10,35,25,11
16,2240,2271,6,9,13,8
