counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
0,1215,2324,6,6,11,7
2,2782,3309,7,6,16,6
18,2711,3810,7,13,16,4
12,1127,4034,9,7,19,5
5,4746,2259,6,12,11,6
15,2805,2481,11,10,12,10
8,6456,3866,9,13,16,6
4,2126,5163,12,14,57,28
13,2106,7189,7,9,10,11
3,3353,7593,7,9,8,10
6,4150,7545,22,11,29,25
10,7949,3726,7,10,31,7
17,8015,5266,29,63,150,52
9,7809,5359,63,86,45,9
19,5627,1465,10,8,11,13
14,1086,3548,7,9,18,7
7,2110,4447,9,9,16,8
11,2548,1376,7,11,13,10
16,2240,1526,8,10,12,4
