counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
0,1215,2218,8,5,19,4
2,2782,1473,8,10,15,13
18,2711,3559,6,7,13,5
12,1127,4346,14,23,41,11
5,4746,2393,11,8,11,6
15,2805,4260,9,9,10,5
8,6456,4204,10,18,35,6
4,2126,6432,10,11,11,5
13,2106,6819,8,7,17,9
3,3353,6540,7,4,16,5
6,4150,7700,7,8,11,8
10,7949,3670,8,8,12,4
9,7809,5111,24,94,132,27
17,8015,5117,45,105,199,120
19,5627,2767,8,12,14,8
14,1086,2916,11,8,11,5
7,2110,4538,9,15,10,11
11,2548,1226,12,12,21,13
16,2240,2172,23,29,22,11
