counter,start,storeDLT,storeKfrags,finish
0,2886,8345,111,76,107
2,2894,15211,110,59,107
16,3250,25328,112,59,130
1,3561,35953,113,70,109
8,32359,23643,112,70,106
7,41985,22408,111,74,118
10,42397,34541,110,68,111
9,41993,41831,112,74,106
5,40184,48773,111,80,110
14,38033,59771,109,62,103
11,36002,69351,125,65,115
15,36302,78626,114,78,105
17,36446,86462,109,57,109
6,33613,100144,109,66,116
4,34357,107100,132,64,105
3,31616,117371,112,66,111
13,32024,128514,113,65,106
12,30320,136136,112,91,107
19,118208,7671,111,72,106
18,52636,17067,113,67,112
