counter,start,storeDLT,storeKfrags,finish
0,2886,8016,111,71,116
2,2894,16216,113,66,114
16,3250,26013,122,63,112
1,3561,35846,113,66,106
8,32359,23317,110,63,112
7,41985,21637,113,60,105
10,42397,33981,112,59,112
9,41993,40509,110,64,108
5,40184,49226,112,69,106
14,38033,59436,109,60,105
11,36002,70018,112,59,111
15,36302,77730,119,70,108
17,36446,87247,121,75,105
6,33613,101927,122,68,107
4,34357,106988,120,74,117
3,31616,117023,111,66,106
13,32024,128968,117,66,104
12,30320,135224,112,69,117
19,118208,7454,123,67,106
18,52636,16388,110,69,105
