counter,start,storeDLT,storeKfrags,finish
0,2886,10274,113,64,111
2,2894,20001,118,82,115
16,3250,29002,111,62,106
1,3561,39008,112,65,106
8,32359,25627,111,64,106
7,41985,24757,113,68,114
10,42397,30638,114,66,108
9,41993,43830,114,74,106
5,40184,51372,112,61,114
14,38033,62251,109,63,105
11,36002,72466,128,64,107
15,36302,81410,113,60,111
17,36446,91054,111,68,108
6,33613,98810,110,64,107
4,34357,109451,113,68,118
3,31616,119384,116,71,130
13,32024,130426,123,65,106
12,30320,137356,115,76,109
19,118208,9417,111,65,130
18,52636,19959,111,71,110
