counter,start,storeDLT,storeKfrags,finish
0,2820,9868,123,69,103
11,2988,21870,110,65,113
4,3123,31694,111,66,104
7,3462,42341,112,90,102
1,3733,52004,109,71,117
19,32567,34700,131,64,103
3,52434,26427,114,64,102
18,52234,30302,115,80,114
9,52681,43593,111,64,103
15,45173,54123,111,68,108
17,42124,64401,120,63,108
5,44200,73888,113,66,103
10,40357,82409,109,67,112
12,40337,92282,111,67,108
8,29834,101879,125,67,104
2,33161,100226,113,70,107
13,30734,108957,112,63,113
16,93824,9911,111,94,116
6,81161,20078,113,62,101
14,2779,11812,114,63,108
