counter,start,storeDLT,storeKfrags,finish
0,2820,9758,114,68,114
11,2988,20736,110,62,103
4,3123,31588,110,63,104
7,3462,42232,114,67,115
1,3733,51898,130,68,103
19,32567,36932,112,73,161
3,52434,26078,119,69,109
18,52234,30626,188,69,105
9,52681,44707,111,69,115
15,45173,54233,114,62,105
17,42124,64292,118,63,112
5,44200,73996,111,71,106
10,40357,83087,112,74,112
12,40337,92159,114,70,111
8,29834,101764,113,75,112
2,33161,100144,115,81,102
13,30734,107849,111,65,102
16,93824,6693,113,66,116
6,81161,20185,112,63,130
14,2779,11698,114,69,105
