counter,start,storeDLT,storeKfrags,finish
0,2820,10312,116,61,169
11,2988,18197,111,66,120
4,3123,27235,113,65,114
7,3462,39126,120,61,106
1,3733,47227,119,67,105
19,32567,32917,112,67,110
3,52434,21411,115,67,124
18,52234,32751,124,73,104
9,52681,41040,111,72,105
15,45173,51562,115,66,105
17,42124,61739,112,71,102
5,44200,67651,111,61,105
10,40357,78487,118,64,104
12,40337,87822,110,66,103
8,29834,97417,116,66,122
2,33161,95730,113,59,104
13,30734,106749,111,68,102
16,93824,8252,113,65,110
6,81161,17981,118,66,107
14,2779,6588,119,66,101
