counter,start,storeDLT,storeKfrags,finish
0,2861,7763,109,64,109
14,2718,16284,114,61,106
1,2944,26002,121,79,103
4,27958,7879,118,65,111
10,28104,19228,112,65,102
2,28412,27699,112,72,119
6,26088,35575,114,62,106
15,27303,44082,119,76,129
3,25100,52716,112,70,104
7,15945,59911,123,79,113
8,6814,70345,114,66,102
5,10787,78836,118,63,108
11,13961,77372,113,66,111
19,81163,7611,116,71,107
16,77598,16850,111,69,103
13,72342,25770,122,66,104
17,68995,33851,111,67,120
9,63972,42349,113,66,105
18,32181,50579,116,64,116
12,51338,7589,128,73,104
