counter,start,storeDLT,storeKfrags,finish
0,2896,5455,115,67,107
1,2698,16189,127,66,103
14,2982,25171,112,62,109
7,13059,24147,111,70,104
2,13397,34394,112,68,104
10,23833,36729,112,82,113
6,31630,36785,112,69,104
4,28749,47986,113,62,115
8,39524,41407,111,64,106
5,37809,48078,112,65,104
13,38122,57543,109,79,111
19,38491,67009,116,67,106
9,43764,66011,111,71,107
3,42271,75509,129,62,113
15,35400,86536,122,64,119
11,37346,75825,114,61,111
16,52772,92626,112,61,103
12,83691,35813,111,67,112
17,75952,12810,109,64,103
18,34484,12485,108,58,106
