counter,start,storeDLT,storeKfrags,finish
0,2875,5325,129,70,105
1,3804,20261,120,66,107
9,2882,25579,109,69,123
7,31998,7991,113,63,113
19,34832,22129,121,72,109
8,32312,30282,109,72,112
3,32275,46039,116,71,111
6,31193,51803,110,69,114
12,31644,61947,111,69,111
5,31143,78570,179,61,103
2,29567,83692,112,65,109
15,29398,92787,138,64,105
13,27425,105156,111,69,116
10,22034,117186,121,63,117
4,102898,30450,119,86,106
17,120619,15527,111,62,110
11,115580,25321,110,59,106
16,121933,36285,126,71,103
14,105569,48264,110,62,109
18,32986,58716,121,70,105
