counter,start,storeDLT,storeKfrags,finish
0,2875,12501,116,72,105
1,3804,19933,109,64,113
9,2882,29120,110,67,109
7,31998,16572,114,69,110
19,34832,25763,129,67,109
8,32312,36138,117,63,132
3,32275,49374,114,64,115
6,31193,57480,110,67,119
12,31644,67448,121,63,110
5,31143,74643,109,61,105
2,29567,89207,124,67,112
15,29398,97449,111,70,112
13,27425,111594,112,68,106
10,22034,122098,113,65,112
4,102898,34626,113,77,106
17,120619,24344,115,70,104
11,115580,25663,111,70,113
16,121933,45655,113,87,111
14,105569,51261,110,60,103
18,32986,65286,113,66,119
