counter,start,storeDLT,storeKfrags,finish
0,2875,2928,110,60,105
1,3804,12679,111,59,122
9,2882,24244,110,67,121
7,31998,5611,109,69,125
19,34832,19986,110,64,111
8,32312,28274,119,71,110
3,32275,38908,114,65,108
6,31193,49467,109,64,110
12,31644,59964,110,61,115
5,31143,70060,110,67,105
2,29567,80883,111,69,114
15,29398,91436,110,70,113
13,27425,108029,115,68,114
10,22034,113683,112,59,115
4,102898,30028,113,71,120
17,120619,15079,115,58,131
11,115580,28553,115,66,117
16,121933,40283,112,66,108
14,105569,47819,111,72,114
18,32986,56814,170,64,111
