counter,start,storeDLT,storeKfrags,finish
11,8792,15901,126,71,107
2,11049,26450,116,69,107
1,12617,32645,118,74,113
6,4717,42169,122,64,107
0,14734,55347,116,67,107
18,15199,65015,116,67,114
14,10569,70838,120,94,110
17,13064,76934,118,77,116
5,16783,87681,117,63,106
4,4722,97803,117,67,118
13,15449,108197,120,76,113
3,11632,115494,176,270,217
8,112179,26452,123,74,111
7,117757,21197,121,70,118
16,24777,29711,114,74,107
9,72423,40046,115,66,116
12,97164,49227,126,68,123
19,25823,55764,116,63,107
10,74174,61442,121,72,108
15,33575,7874,116,66,114
