counter,start,storeDLT,storeKfrags,finish
15,3082,7032,115,62,104
0,4010,9031,111,64,104
4,3896,12585,144,61,103
1,3719,15713,354,386,114
11,3897,18915,113,68,102
6,2433,21778,111,70,105
7,19549,8337,110,66,109
13,18018,7980,111,67,105
2,16897,10820,114,59,115
8,14991,13785,111,69,105
3,10456,16659,109,64,118
18,6757,16111,123,78,117
5,17277,6951,114,66,226
9,16829,9861,111,65,111
12,2625,5240,111,73,104
16,2701,5988,111,71,105
19,2705,5532,113,66,105
14,1619,7474,110,59,103
17,2842,5034,169,60,113
10,2604,5450,108,67,104
