counter,start,storeDLT,storeKfrags,finish
0,2845,4172,114,65,107
1,2662,12969,117,65,112
11,3033,21618,126,66,119
6,2643,31522,111,68,117
7,12088,32424,110,70,103
2,29587,26340,110,67,111
4,37154,24801,109,63,102
3,38137,34524,130,60,104
13,35910,43132,112,70,112
8,35065,51659,110,60,106
19,32837,60946,134,67,106
17,31551,69498,117,67,108
14,37426,69804,122,67,109
5,33205,76319,113,69,113
15,26156,86494,113,64,104
10,25975,93703,111,63,117
9,25962,102548,118,67,104
16,25941,101059,110,69,107
12,51371,83270,110,64,106
18,90178,10514,121,64,109
