counter,start,storeDLT,storeKfrags,finish
0,2828,10529,117,67,109
7,3193,18014,109,66,123
1,3372,28101,140,73,103
3,2941,36448,113,62,106
8,20423,30575,112,65,111
4,29409,30032,115,71,113
5,29716,38896,113,63,105
2,37805,32998,111,63,110
6,37728,47752,120,65,108
19,36951,56632,116,67,107
9,34998,64794,115,76,100
10,35280,72992,110,67,108
12,24325,81992,111,64,103
17,27188,90452,110,66,109
13,24479,97981,110,70,110
14,24124,97472,112,70,108
18,30829,98913,112,78,104
11,34816,96677,115,60,119
16,62647,9054,112,64,108
15,42836,17771,113,68,103
