counter,start,storeDLT,storeKfrags,finish
0,2828,6849,111,67,106
7,3193,18554,129,72,101
1,3372,27427,111,75,106
3,2941,36772,111,71,115
8,20423,31343,110,67,106
4,29409,30949,109,67,118
5,29716,39980,111,68,107
2,37805,33904,110,59,104
6,37728,48535,111,62,102
19,36951,55534,111,66,101
9,34998,64457,110,65,109
10,35280,73878,137,65,102
12,24325,82662,113,69,103
17,27188,91107,116,66,115
13,24479,98212,117,69,115
14,24124,98142,113,96,101
18,30829,99934,121,67,134
11,34816,97125,116,95,108
16,62647,10615,115,66,116
15,42836,17886,110,65,103
