counter,start,storeDLT,storeKfrags,finish
0,2898,3736,115,70,108
7,3188,14886,112,59,103
1,3834,25683,122,68,107
3,3998,36485,112,62,104
2,14310,40296,119,69,105
16,14814,49387,109,64,114
13,47514,32107,118,77,106
12,47728,41220,112,68,113
5,47774,58727,118,69,116
9,41022,69240,113,70,107
14,41076,73628,116,85,108
8,41431,83836,120,65,114
11,57612,72063,109,61,106
6,54069,82498,110,68,115
10,45426,93626,173,60,107
4,43643,103591,111,74,108
15,38910,114375,112,66,113
18,38903,122697,116,64,104
17,84246,74425,110,64,116
19,117937,24457,114,67,108
