counter,start,storeDLT,storeKfrags,finish
1,13133,9503,111,131,143
0,15202,17048,110,60,102
7,5785,23845,110,64,113
2,8785,38162,111,68,104
6,12391,43252,112,81,117
3,9064,47221,111,60,102
10,10065,54569,112,80,105
4,15031,62472,117,68,101
5,12602,70196,110,67,110
16,13163,77942,111,63,108
8,3260,84434,118,66,110
18,99092,19676,1156,1606,492
14,104597,26385,142,152,142
19,10050,29611,112,70,103
17,77633,37891,127,100,107
9,44065,45970,124,59,144
11,87559,61263,112,61,106
13,69141,88409,113,73,103
15,97688,93892,164,69,128
12,9912,14212,117,59,102
