counter,start,storeDLT,storeKfrags,finish
1,13133,9472,127,120,122
0,15202,18134,111,64,105
7,5785,25385,111,62,107
6,12391,36051,111,77,102
2,8785,40706,111,65,115
3,9064,48794,114,93,103
10,10065,56345,111,61,101
4,15031,64362,112,67,116
5,12602,70736,111,66,102
16,13163,78527,112,66,101
8,3260,85907,111,66,104
18,99092,19594,1223,2213,109
14,104597,26706,277,142,147
19,10050,30385,110,80,101
17,77633,39394,116,68,102
9,44065,42156,121,74,102
11,87559,63444,114,60,158
15,97688,84564,123,74,121
13,69141,86089,111,65,107
12,9912,16719,111,66,105
