counter,start,storeDLT,storeKfrags,finish
0,2913,16814,115,77,195
8,2758,29308,127,71,117
14,3248,36150,132,81,123
1,4130,41510,111,89,112
15,4910,58963,122,72,122
3,5490,65598,124,84,109
9,5396,74990,140,86,110
7,18343,77758,114,96,133
13,18642,91080,114,82,132
11,51727,71216,116,66,111
5,73187,61454,118,94,129
16,82135,61352,153,76,127
2,85239,70894,115,79,128
10,81662,81729,147,103,132
17,82175,90951,130,135,119
6,79468,105280,113,139,118
4,89161,87931,122,89,113
18,84117,100304,114,84,108
12,75687,110331,136,82,133
19,66122,107715,129,88,126
