counter,start,storeDLT,storeKfrags,finish
0,2913,13658,135,76,140
8,2758,20130,124,68,118
14,3248,31586,143,102,146
1,4130,39337,120,72,133
15,4910,53184,113,77,133
3,5490,62536,141,69,124
9,5396,78370,132,77,111
7,18343,78645,119,81,164
13,18642,89517,133,140,133
11,51727,68923,142,112,133
5,73187,60664,141,84,113
16,82135,63402,134,70,119
2,85239,69553,141,73,112
10,81662,80675,151,134,115
17,82175,89643,122,71,130
6,79468,97400,153,83,107
4,89161,89527,127,77,110
18,84117,103863,113,74,133
12,75687,106305,113,75,112
19,66122,106450,119,95,116
