counter,start,storeDLT,storeKfrags,finish
0,3840,3306,114,63,112
2,3794,10114,112,67,110
6,9356,10381,113,59,104
5,16557,11159,110,73,110
1,11482,17182,111,66,109
8,11705,23341,111,72,122
3,11876,31635,115,80,105
4,16968,33327,112,65,104
11,13842,37210,170,59,105
19,36454,17043,113,67,104
12,30037,24158,108,66,114
15,33903,30793,113,58,112
10,30900,36063,109,64,116
16,36770,35525,109,62,103
9,34954,36405,109,58,102
17,19738,41487,108,61,101
13,22440,48549,116,69,109
7,41648,20897,114,62,112
14,23685,2890,115,66,106
18,6415,8996,115,64,108
