counter,start,storeDLT,storeKfrags,finish
0,3703,8003,116,78,112
6,3619,13114,110,65,119
5,1548,19285,112,70,136
1,2638,25478,118,79,108
3,28624,9328,120,67,110
10,27176,14274,114,65,137
2,27358,22270,110,65,104
4,23484,28298,115,64,106
8,24988,35526,132,79,106
11,20535,41370,115,74,117
9,24171,48172,116,72,110
14,19234,53380,115,65,111
19,5141,62790,110,62,106
12,11073,66771,116,69,106
13,6768,72590,114,65,119
18,17860,63923,111,79,108
17,43556,5155,126,66,104
7,41654,12674,115,64,104
16,10566,18997,111,67,112
15,16509,10908,135,79,110
