counter,start,storeDLT,storeKfrags,finish
0,2922,9998,126,68,112
17,3253,19555,110,69,108
1,3814,26707,111,61,108
5,33477,10814,110,72,111
2,34062,22165,114,63,108
4,32819,37161,124,64,105
8,34778,43894,110,66,117
16,33358,57235,110,59,109
7,31398,68447,120,59,103
12,31914,81318,114,67,111
10,29694,91740,113,71,106
9,28531,93974,116,67,106
3,23485,110713,119,68,113
6,23285,120936,114,64,117
14,8782,132317,111,62,109
11,71207,74781,111,75,106
18,125016,32215,116,67,113
19,115307,30285,110,76,123
15,104998,41842,111,65,110
13,89157,52450,110,68,104
