counter,start,storeDLT,storeKfrags,finish
0,2922,4658,110,65,105
17,3253,20558,118,67,114
1,3814,24294,114,72,124
5,33477,9010,109,62,117
2,34062,18358,117,67,108
4,32819,28923,113,67,114
8,34778,46949,112,67,110
16,33358,53319,112,66,111
7,31398,61823,113,64,108
12,31914,76968,110,80,112
10,29694,82703,116,66,114
9,28531,94099,115,70,105
3,23485,104808,115,60,114
6,23285,114424,110,64,117
14,8782,124965,118,63,111
11,71207,73988,130,65,108
18,125016,25631,110,62,111
19,115307,25159,118,67,110
15,104998,37310,120,60,104
13,89157,46968,118,69,106
